Algorithm Data.
a,b,c,
614.785,444.864,21.9598,22.1215,40.21
615.005,445.085,21.9605,22.127,40.22
615.224,445.307,21.9612,22.1325,40.23
615.444,445.528,21.9619,22.138,40.24
615.664,445.75,21.9626,22.1435,40.25
615.883,445.971,21.9633,22.149,40.26
616.103,446.193,21.964,22.1545,40.27
616.323,446.414,21.9647,22.16,40.28
616.542,446.636,21.9654,22.1656,40.29
616.762,446.858,21.9661,22.1711,40.3
616.982,447.079,21.9668,22.1766,40.31
617.201,447.301,21.9674,22.1821,40.32
617.421,447.523,21.9681,22.1876,40.33
617.641,447.745,21.9688,22.1931,40.34
617.86,447.967,21.9695,22.1986,40.35
618.08,448.189,21.9702,22.2041,40.36
618.3,448.411,21.9709,22.2096,40.37
618.519,448.633,21.9716,22.2151,40.38
618.739,448.855,21.9723,22.2206,40.39
618.959,449.078,21.973,22.2261,40.4
619.179,449.3,21.9737,22.2316,40.41
619.398,449.522,21.9744,22.2371,40.42
619.618,449.745,21.9751,22.2426,40.43
619.838,449.967,21.9757,22.2481,40.44
620.058,450.19,21.9764,22.2536,40.45
620.277,450.412,21.9771,22.2591,40.46
620.497,450.635,21.9778,22.2646,40.47
620.717,450.858,21.9785,22.2701,40.48
620.937,451.081,21.9792,22.2756,40.49
621.157,451.303,21.9799,22.2811,40.5
621.376,451.526,21.9805,22.2866,40.51
621.596,451.749,21.9812,22.2921,40.52
621.816,451.972,21.9819,22.2976,40.53
622.036,452.195,21.9826,22.3031,40.54
622.256,452.418,21.9833,22.3086,40.55
622.476,452.641,21.984,22.3141,40.56
622.695,452.865,21.9846,22.3196,40.57
622.915,453.088,21.9853,22.3251,40.58
623.135,453.311,21.986,22.3306,40.59
623.355,453.534,21.9867,22.3361,40.6
623.575,453.758,21.9873,22.3416,40.61
623.795,453.981,21.988,22.3471,40.62
624.015,454.205,21.9887,22.3526,40.63
624.234,454.428,21.9894,22.3581,40.64
624.454,454.652,21.99,22.3636,40.65
624.674,454.876,21.9907,22.3691,40.66
624.894,455.1,21.9914,22.3746,40.67
625.114,455.323,21.9921,22.3801,40.68
625.334,455.547,21.9927,22.3856,40.69
625.554,455.771,21.9934,22.3911,40.7
625.774,455.995,21.9941,22.3966,40.71
625.994,456.219,21.9947,22.4021,40.72
626.214,456.443,21.9954,22.4076,40.73
626.434,456.667,21.9961,22.4131,40.74
626.654,456.891,21.9967,22.4186,40.75
626.874,457.116,21.9974,22.4241,40.76
627.094,457.34,21.9981,22.4296,40.77
627.314,457.564,21.9987,22.4351,40.78
627.534,457.789,21.9994,22.4406,40.79
627.754,458.013,22.0001,22.4461,40.8
627.974,458.238,22.0007,22.4516,40.81
628.194,458.462,22.0014,22.4571,40.82
628.414,458.687,22.002,22.4626,40.83
628.634,458.912,22.0027,22.4681,40.84
628.854,459.136,22.0034,22.4736,40.85
629.074,459.361,22.004,22.4791,40.86
629.294,459.586,22.0047,22.4846,40.87
629.514,459.811,22.0053,22.4901,40.88
629.734,460.036,22.006,22.4956,40.89
629.954,460.261,22.0067,22.5011,40.9
630.174,460.486,22.0073,22.5066,40.91
630.394,460.711,22.008,22.5121,40.92
630.614,460.936,22.0086,22.5176,40.93
630.834,461.161,22.0093,22.5231,40.94
631.054,461.387,22.0099,22.5286,40.95
631.275,461.612,22.0106,22.5342,40.96
631.495,461.837,22.0112,22.5397,40.97
631.715,462.063,22.0119,22.5452,40.98
631.935,462.288,22.0125,22.5507,40.99
632.155,462.514,22.0132,22.5562,41
632.375,462.74,22.0138,22.5617,41.01
632.595,462.965,22.0145,22.5672,41.02
632.816,463.191,22.0151,22.5727,41.03
633.036,463.417,22.0158,22.5782,41.04
633.256,463.643,22.0164,22.5837,41.05
633.476,463.869,22.0171,22.5892,41.06
633.696,464.094,22.0177,22.5947,41.07
633.916,464.32,22.0184,22.6002,41.08
634.137,464.547,22.019,22.6057,41.09
634.357,464.773,22.0197,22.6112,41.1
634.577,464.999,22.0203,22.6167,41.11
634.797,465.225,22.0209,22.6222,41.12
635.017,465.451,22.0216,22.6277,41.13
635.238,465.678,22.0222,22.6332,41.14
635.458,465.904,22.0229,22.6387,41.15
635.678,466.13,22.0235,22.6442,41.16
635.898,466.357,22.0241,22.6497,41.17
636.119,466.584,22.0248,22.6552,41.18
636.339,466.81,22.0254,22.6607,41.19
636.559,467.037,22.0261,22.6662,41.2
636.779,467.264,22.0267,22.6717,41.21
637,467.49,22.0273,22.6772,41.22
637.22,467.717,22.028,22.6827,41.23
637.44,467.944,22.0286,22.6882,41.24
637.66,468.171,22.0292,22.6937,41.25
637.881,468.398,22.0299,22.6992,41.26
638.101,468.625,22.0305,22.7047,41.27
638.321,468.852,22.0311,22.7102,41.28
638.542,469.079,22.0318,22.7157,41.29
638.762,469.306,22.0324,22.7212,41.3
638.982,469.534,22.033,22.7267,41.31
639.203,469.761,22.0337,22.7322,41.32
639.423,469.988,22.0343,22.7377,41.33
639.643,470.216,22.0349,22.7432,41.34
639.864,470.443,22.0355,22.7487,41.35
640.084,470.671,22.0362,22.7542,41.36
640.304,470.898,22.0368,22.7597,41.37
640.525,471.126,22.0374,22.7652,41.38
640.745,471.354,22.038,22.7707,41.39
640.966,471.582,22.0387,22.7762,41.4
641.186,471.809,22.0393,22.7817,41.41
641.406,472.037,22.0399,22.7872,41.42
641.627,472.265,22.0405,22.7927,41.43
641.847,472.493,22.0412,22.7982,41.44
642.068,472.721,22.0418,22.8037,41.45
642.288,472.949,22.0424,22.8092,41.46
642.508,473.177,22.043,22.8147,41.47
642.729,473.406,22.0436,22.8202,41.48
642.949,473.634,22.0443,22.8257,41.49
643.17,473.862,22.0449,22.8312,41.5
643.39,474.091,22.0455,22.8367,41.51
643.611,474.319,22.0461,22.8422,41.52
643.831,474.547,22.0467,22.8477,41.53
644.052,474.776,22.0473,22.8532,41.54
644.272,475.005,22.048,22.8587,41.55
644.493,475.233,22.0486,22.8642,41.56
644.713,475.462,22.0492,22.8697,41.57
644.934,475.691,22.0498,22.8752,41.58
645.154,475.92,22.0504,22.8807,41.59
645.375,476.148,22.051,22.8862,41.6
645.595,476.377,22.0516,22.8917,41.61
645.816,476.606,22.0522,22.8973,41.62
646.036,476.835,22.0529,22.9028,41.63
646.257,477.064,22.0535,22.9083,41.64
646.477,477.294,22.0541,22.9138,41.65
646.698,477.523,22.0547,22.9193,41.66
646.918,477.752,22.0553,22.9248,41.67
647.139,477.981,22.0559,22.9303,41.68
647.36,478.211,22.0565,22.9358,41.69
647.58,478.44,22.0571,22.9413,41.7
647.801,478.669,22.0577,22.9468,41.71
648.021,478.899,22.0583,22.9523,41.72
648.242,479.129,22.0589,22.9578,41.73
648.462,479.358,22.0595,22.9633,41.74
648.683,479.588,22.0601,22.9688,41.75
648.904,479.818,22.0607,22.9743,41.76
649.124,480.047,22.0613,22.9798,41.77
649.345,480.277,22.0619,22.9853,41.78
649.565,480.507,22.0625,22.9908,41.79
649.786,480.737,22.0631,22.9963,41.8
650.007,480.967,22.0637,23.0018,41.81
650.227,481.197,22.0643,23.0073,41.82
650.448,481.427,22.0649,23.0128,41.83
650.669,481.658,22.0655,23.0183,41.84
650.889,481.888,22.0661,23.0238,41.85
651.11,482.118,22.0667,23.0293,41.86
651.331,482.348,22.0673,23.0348,41.87
651.551,482.579,22.0679,23.0403,41.88
651.772,482.809,22.0685,23.0458,41.89
651.993,483.04,22.0691,23.0513,41.9
652.213,483.27,22.0697,23.0568,41.91
652.434,483.501,22.0703,23.0623,41.92
652.655,483.732,22.0709,23.0678,41.93
652.876,483.962,22.0715,23.0733,41.94
653.096,484.193,22.0721,23.0788,41.95
653.317,484.424,22.0726,23.0843,41.96
653.538,484.655,22.0732,23.0898,41.97
653.759,484.886,22.0738,23.0953,41.98
653.979,485.117,22.0744,23.1008,41.99
654.2,485.348,22.075,23.1063,42
654.421,485.579,22.0756,23.1118,42.01
654.642,485.81,22.0762,23.1173,42.02
654.862,486.042,22.0768,23.1228,42.03
655.083,486.273,22.0773,23.1283,42.04
655.304,486.504,22.0779,23.1338,42.05
655.525,486.736,22.0785,23.1393,42.06
655.745,486.967,22.0791,23.1448,42.07
655.966,487.198,22.0797,23.1503,42.08
656.187,487.43,22.0803,23.1558,42.09
656.408,487.662,22.0808,23.1613,42.1
656.629,487.893,22.0814,23.1668,42.11
656.849,488.125,22.082,23.1723,42.12
657.07,488.357,22.0826,23.1778,42.13
657.291,488.589,22.0832,23.1833,42.14
657.512,488.821,22.0838,23.1888,42.15
657.733,489.052,22.0843,23.1943,42.16
657.954,489.284,22.0849,23.1998,42.17
658.174,489.517,22.0855,23.2053,42.18
658.395,489.749,22.0861,23.2108,42.19
658.616,489.981,22.0866,23.2163,42.2
658.837,490.213,22.0872,23.2218,42.21
659.058,490.445,22.0878,23.2273,42.22
659.279,490.678,22.0884,23.2328,42.23
659.5,490.91,22.0889,23.2383,42.24
659.721,491.142,22.0895,23.2438,42.25
659.942,491.375,22.0901,23.2493,42.26
660.162,491.607,22.0907,23.2548,42.27
660.383,491.84,22.0912,23.2603,42.28
660.604,492.073,22.0918,23.2659,42.29
660.825,492.305,22.0924,23.2714,42.3
661.046,492.538,22.0929,23.2769,42.31
661.267,492.771,22.0935,23.2824,42.32
661.488,493.004,22.0941,23.2879,42.33
661.709,493.237,22.0946,23.2934,42.34
661.93,493.47,22.0952,23.2989,42.35
662.151,493.703,22.0958,23.3044,42.36
662.372,493.936,22.0963,23.3099,42.37
662.593,494.169,22.0969,23.3154,42.38
662.814,494.402,22.0975,23.3209,42.39
663.035,494.636,22.098,23.3264,42.4
663.256,494.869,22.0986,23.3319,42.41
663.477,495.102,22.0992,23.3374,42.42
663.698,495.336,22.0997,23.3429,42.43
663.919,495.569,22.1003,23.3484,42.44
664.14,495.803,22.1008,23.3539,42.45
664.361,496.036,22.1014,23.3594,42.46
664.582,496.27,22.102,23.3649,42.47
664.803,496.504,22.1025,23.3704,42.48
665.024,496.737,22.1031,23.3759,42.49
665.245,496.971,22.1036,23.3814,42.5
665.466,497.205,22.1042,23.3869,42.51
665.687,497.439,22.1048,23.3924,42.52
665.908,497.673,22.1053,23.3979,42.53
666.129,497.907,22.1059,23.4034,42.54
666.35,498.141,22.1064,23.4089,42.55
666.571,498.375,22.107,23.4144,42.56
666.792,498.61,22.1075,23.4199,42.57
667.013,498.844,22.1081,23.4254,42.58
667.234,499.078,22.1087,23.4309,42.59
667.456,499.312,22.1092,23.4364,42.6
667.677,499.547,22.1098,23.4419,42.61
667.898,499.781,22.1103,23.4474,42.62
668.119,500.016,22.1109,23.4529,42.63
668.34,500.25,22.1114,23.4584,42.64
668.561,500.485,22.112,23.4639,42.65
668.782,500.72,22.1125,23.4694,42.66
669.003,500.955,22.1131,23.4749,42.67
669.224,501.189,22.1136,23.4804,42.68
669.446,501.424,22.1142,23.4859,42.69
669.667,501.659,22.1147,23.4914,42.7
669.888,501.894,22.1153,23.4969,42.71
670.109,502.129,22.1158,23.5024,42.72
670.33,502.364,22.1163,23.5079,42.73
670.551,502.599,22.1169,23.5134,42.74
670.773,502.835,22.1174,23.5189,42.75
670.994,503.07,22.118,23.5244,42.76
671.215,503.305,22.1185,23.5299,42.77
671.436,503.54,22.1191,23.5354,42.78
671.657,503.776,22.1196,23.5409,42.79
671.879,504.011,22.1202,23.5464,42.8
672.1,504.247,22.1207,23.5519,42.81
672.321,504.482,22.1212,23.5574,42.82
672.542,504.718,22.1218,23.5629,42.83
672.763,504.954,22.1223,23.5684,42.84
672.985,505.189,22.1229,23.5739,42.85
673.206,505.425,22.1234,23.5794,42.86
673.427,505.661,22.1239,23.5849,42.87
673.648,505.897,22.1245,23.5904,42.88
673.87,506.133,22.125,23.5959,42.89
674.091,506.369,22.1255,23.6014,42.9
674.312,506.605,22.1261,23.6069,42.91
674.533,506.841,22.1266,23.6124,42.92
674.755,507.077,22.1271,23.6179,42.93
674.976,507.314,22.1277,23.6234,42.94
675.197,507.55,22.1282,23.629,42.95
675.418,507.786,22.1287,23.6345,42.96
675.64,508.023,22.1293,23.64,42.97
675.861,508.259,22.1298,23.6455,42.98
676.082,508.496,22.1303,23.651,42.99
676.304,508.732,22.1309,23.6565,43
676.525,508.969,22.1314,23.662,43.01
676.746,509.205,22.1319,23.6675,43.02
676.968,509.442,22.1325,23.673,43.03
677.189,509.679,22.133,23.6785,43.04
677.41,509.916,22.1335,23.684,43.05
677.632,510.153,22.1341,23.6895,43.06
677.853,510.39,22.1346,23.695,43.07
678.074,510.627,22.1351,23.7005,43.08
678.296,510.864,22.1356,23.706,43.09
678.517,511.101,22.1362,23.7115,43.1
678.738,511.338,22.1367,23.717,43.11
678.96,511.575,22.1372,23.7225,43.12
679.181,511.812,22.1377,23.728,43.13
679.403,512.05,22.1383,23.7335,43.14
679.624,512.287,22.1388,23.739,43.15
679.845,512.525,22.1393,23.7445,43.16
680.067,512.762,22.1398,23.75,43.17
680.288,513,22.1403,23.7555,43.18
680.51,513.237,22.1409,23.761,43.19
680.731,513.475,22.1414,23.7665,43.2
680.952,513.713,22.1419,23.772,43.21
681.174,513.95,22.1424,23.7775,43.22
681.395,514.188,22.1429,23.783,43.23
681.617,514.426,22.1435,23.7885,43.24
681.838,514.664,22.144,23.794,43.25
682.06,514.902,22.1445,23.7995,43.26
682.281,515.14,22.145,23.805,43.27
682.502,515.378,22.1455,23.8105,43.28
682.724,515.616,22.146,23.816,43.29
682.945,515.855,22.1466,23.8215,43.3
683.167,516.093,22.1471,23.827,43.31
683.388,516.331,22.1476,23.8325,43.32
683.61,516.57,22.1481,23.838,43.33
683.831,516.808,22.1486,23.8435,43.34
684.053,517.047,22.1491,23.849,43.35
684.274,517.285,22.1496,23.8545,43.36
684.496,517.524,22.1502,23.86,43.37
684.717,517.762,22.1507,23.8655,43.38
684.939,518.001,22.1512,23.871,43.39
685.16,518.24,22.1517,23.8765,43.4
685.382,518.479,22.1522,23.882,43.41
685.603,518.718,22.1527,23.8875,43.42
685.825,518.956,22.1532,23.893,43.43
686.046,519.195,22.1537,23.8985,43.44
686.268,519.434,22.1542,23.904,43.45
686.49,519.674,22.1547,23.9095,43.46
686.711,519.913,22.1552,23.915,43.47
686.933,520.152,22.1558,23.9205,43.48
687.154,520.391,22.1563,23.926,43.49
687.376,520.63,22.1568,23.9315,43.5
687.597,520.87,22.1573,23.937,43.51
687.819,521.109,22.1578,23.9425,43.52
688.041,521.349,22.1583,23.948,43.53
688.262,521.588,22.1588,23.9535,43.54
688.484,521.828,22.1593,23.959,43.55
688.705,522.068,22.1598,23.9645,43.56
688.927,522.307,22.1603,23.97,43.57
689.149,522.547,22.1608,23.9755,43.58
689.37,522.787,22.1613,23.981,43.59
689.592,523.027,22.1618,23.9865,43.6
689.813,523.267,22.1623,23.992,43.61
690.035,523.507,22.1628,23.9976,43.62
690.257,523.747,22.1633,24.0031,43.63
690.478,523.987,22.1638,24.0086,43.64
690.7,524.227,22.1643,24.0141,43.65
690.922,524.467,22.1648,24.0196,43.66
691.143,524.707,22.1653,24.0251,43.67
691.365,524.948,22.1658,24.0306,43.68
691.587,525.188,22.1663,24.0361,43.69
691.808,525.428,22.1668,24.0416,43.7
692.03,525.669,22.1672,24.0471,43.71
692.252,525.909,22.1677,24.0526,43.72
692.473,526.15,22.1682,24.0581,43.73
692.695,526.391,22.1687,24.0636,43.74
692.917,526.631,22.1692,24.0691,43.75
693.138,526.872,22.1697,24.0746,43.76
693.36,527.113,22.1702,24.0801,43.77
693.582,527.354,22.1707,24.0856,43.78
693.803,527.595,22.1712,24.0911,43.79
694.025,527.836,22.1717,24.0966,43.8
694.247,528.077,22.1722,24.1021,43.81
694.469,528.318,22.1727,24.1076,43.82
694.69,528.559,22.1731,24.1131,43.83
694.912,528.8,22.1736,24.1186,43.84
695.134,529.041,22.1741,24.1241,43.85
695.356,529.282,22.1746,24.1296,43.86
695.577,529.524,22.1751,24.1351,43.87
695.799,529.765,22.1756,24.1406,43.88
696.021,530.007,22.1761,24.1461,43.89
696.243,530.248,22.1765,24.1516,43.9
696.464,530.49,22.177,24.1571,43.91
696.686,530.731,22.1775,24.1626,43.92
696.908,530.973,22.178,24.1681,43.93
697.13,531.215,22.1785,24.1736,43.94
697.351,531.457,22.179,24.1791,43.95
697.573,531.698,22.1794,24.1846,43.96
697.795,531.94,22.1799,24.1901,43.97
698.017,532.182,22.1804,24.1956,43.98
698.239,532.424,22.1809,24.2011,43.99
698.46,532.666,22.1814,24.2066,44
698.682,532.909,22.1818,24.2121,44.01
698.904,533.151,22.1823,24.2176,44.02
699.126,533.393,22.1828,24.2231,44.03
699.348,533.635,22.1833,24.2286,44.04
699.57,533.878,22.1838,24.2341,44.05
699.791,534.12,22.1842,24.2396,44.06
700.013,534.362,22.1847,24.2451,44.07
700.235,534.605,22.1852,24.2506,44.08
700.457,534.847,22.1857,24.2561,44.09
700.679,535.09,22.1861,24.2616,44.1
700.901,535.333,22.1866,24.2671,44.11
701.123,535.575,22.1871,24.2726,44.12
701.344,535.818,22.1876,24.2781,44.13
701.566,536.061,22.188,24.2836,44.14
701.788,536.304,22.1885,24.2891,44.15
702.01,536.547,22.189,24.2946,44.16
702.232,536.79,22.1894,24.3001,44.17
702.454,537.033,22.1899,24.3056,44.18
702.676,537.276,22.1904,24.3111,44.19
702.898,537.519,22.1909,24.3166,44.2
703.12,537.763,22.1913,24.3221,44.21
703.342,538.006,22.1918,24.3276,44.22
703.564,538.249,22.1923,24.3331,44.23
703.785,538.492,22.1927,24.3386,44.24
704.007,538.736,22.1932,24.3441,44.25
704.229,538.979,22.1937,24.3496,44.26
704.451,539.223,22.1941,24.3551,44.27
704.673,539.467,22.1946,24.3606,44.28
704.895,539.71,22.1951,24.3662,44.29
705.117,539.954,22.1955,24.3717,44.3
705.339,540.198,22.196,24.3772,44.31
705.561,540.442,22.1965,24.3827,44.32
705.783,540.685,22.1969,24.3882,44.33
706.005,540.929,22.1974,24.3937,44.34
706.227,541.173,22.1979,24.3992,44.35
706.449,541.417,22.1983,24.4047,44.36
706.671,541.662,22.1988,24.4102,44.37
706.893,541.906,22.1992,24.4157,44.38
707.115,542.15,22.1997,24.4212,44.39
707.337,542.394,22.2002,24.4267,44.4
707.559,542.638,22.2006,24.4322,44.41
707.781,542.883,22.2011,24.4377,44.42
708.003,543.127,22.2015,24.4432,44.43
708.225,543.372,22.202,24.4487,44.44
708.447,543.616,22.2025,24.4542,44.45
708.669,543.861,22.2029,24.4597,44.46
708.891,544.106,22.2034,24.4652,44.47
709.113,544.35,22.2038,24.4707,44.48
709.335,544.595,22.2043,24.4762,44.49
709.557,544.84,22.2047,24.4817,44.5
709.779,545.085,22.2052,24.4872,44.51
710.001,545.33,22.2057,24.4927,44.52
710.223,545.575,22.2061,24.4982,44.53
710.445,545.82,22.2066,24.5037,44.54
710.667,546.065,22.207,24.5092,44.55
710.89,546.31,22.2075,24.5147,44.56
711.112,546.555,22.2079,24.5202,44.57
711.334,546.8,22.2084,24.5257,44.58
711.556,547.046,22.2088,24.5312,44.59
711.778,547.291,22.2093,24.5367,44.6
712,547.536,22.2097,24.5422,44.61
712.222,547.782,22.2102,24.5477,44.62
712.444,548.027,22.2106,24.5532,44.63
712.666,548.273,22.2111,24.5587,44.64
712.888,548.519,22.2115,24.5642,44.65
713.111,548.764,22.212,24.5697,44.66
713.333,549.01,22.2124,24.5752,44.67
713.555,549.256,22.2129,24.5807,44.68
713.777,549.502,22.2133,24.5862,44.69
713.999,549.748,22.2138,24.5917,44.7
714.221,549.994,22.2142,24.5972,44.71
714.443,550.24,22.2147,24.6027,44.72
714.666,550.486,22.2151,24.6082,44.73
714.888,550.732,22.2156,24.6137,44.74
715.11,550.978,22.216,24.6192,44.75
715.332,551.224,22.2164,24.6247,44.76
715.554,551.471,22.2169,24.6302,44.77
715.776,551.717,22.2173,24.6357,44.78
715.999,551.963,22.2178,24.6412,44.79
716.221,552.21,22.2182,24.6467,44.8
716.443,552.456,22.2187,24.6522,44.81
716.665,552.703,22.2191,24.6577,44.82
716.887,552.95,22.2195,24.6632,44.83
717.109,553.196,22.22,24.6687,44.84
717.332,553.443,22.2204,24.6742,44.85
717.554,553.69,22.2209,24.6797,44.86
717.776,553.937,22.2213,24.6852,44.87
717.998,554.184,22.2217,24.6907,44.88
718.221,554.431,22.2222,24.6962,44.89
718.443,554.678,22.2226,24.7017,44.9
718.665,554.925,22.2231,24.7072,44.91
718.887,555.172,22.2235,24.7127,44.92
719.109,555.419,22.2239,24.7182,44.93
719.332,555.666,22.2244,24.7237,44.94
719.554,555.914,22.2248,24.7293,44.95
719.776,556.161,22.2252,24.7348,44.96
719.998,556.408,22.2257,24.7403,44.97
720.221,556.656,22.2261,24.7458,44.98
720.443,556.903,22.2265,24.7513,44.99
720.665,557.151,22.227,24.7568,45
720.888,557.398,22.2274,24.7623,45.01
721.11,557.646,22.2278,24.7678,45.02
721.332,557.894,22.2283,24.7733,45.03
721.554,558.142,22.2287,24.7788,45.04
721.777,558.39,22.2291,24.7843,45.05
721.999,558.637,22.2296,24.7898,45.06
722.221,558.885,22.23,24.7953,45.07
722.444,559.133,22.2304,24.8008,45.08
722.666,559.381,22.2309,24.8063,45.09
722.888,559.63,22.2313,24.8118,45.1
723.111,559.878,22.2317,24.8173,45.11
723.333,560.126,22.2321,24.8228,45.12
723.555,560.374,22.2326,24.8283,45.13
723.778,560.623,22.233,24.8338,45.14
724,560.871,22.2334,24.8393,45.15
724.222,561.119,22.2339,24.8448,45.16
724.445,561.368,22.2343,24.8503,45.17
724.667,561.616,22.2347,24.8558,45.18
724.889,561.865,22.2351,24.8613,45.19
725.112,562.114,22.2356,24.8668,45.2
725.334,562.362,22.236,24.8723,45.21
725.556,562.611,22.2364,24.8778,45.22
725.779,562.86,22.2368,24.8833,45.23
726.001,563.109,22.2372,24.8888,45.24
726.223,563.358,22.2377,24.8943,45.25
726.446,563.607,22.2381,24.8998,45.26
726.668,563.856,22.2385,24.9053,45.27
726.891,564.105,22.2389,24.9108,45.28
727.113,564.354,22.2394,24.9163,45.29
727.335,564.603,22.2398,24.9218,45.3
727.558,564.853,22.2402,24.9273,45.31
727.78,565.102,22.2406,24.9328,45.32
728.003,565.351,22.241,24.9383,45.33
728.225,565.601,22.2415,24.9438,45.34
728.447,565.85,22.2419,24.9493,45.35
728.67,566.1,22.2423,24.9548,45.36
728.892,566.35,22.2427,24.9603,45.37
729.115,566.599,22.2431,24.9658,45.38
729.337,566.849,22.2435,24.9713,45.39
729.56,567.099,22.244,24.9768,45.4
729.782,567.348,22.2444,24.9823,45.41
730.004,567.598,22.2448,24.9878,45.42
730.227,567.848,22.2452,24.9933,45.43
730.449,568.098,22.2456,24.9988,45.44
730.672,568.348,22.246,25.0043,45.45
730.894,568.598,22.2464,25.0098,45.46
731.117,568.849,22.2469,25.0153,45.47
731.339,569.099,22.2473,25.0208,45.48
731.562,569.349,22.2477,25.0263,45.49
731.784,569.599,22.2481,25.0318,45.5
732.007,569.85,22.2485,25.0373,45.51
732.229,570.1,22.2489,25.0428,45.52
732.452,570.351,22.2493,25.0483,45.53
732.674,570.601,22.2497,25.0538,45.54
732.897,570.852,22.2502,25.0593,45.55
733.119,571.102,22.2506,25.0648,45.56
733.342,571.353,22.251,25.0703,45.57
733.564,571.604,22.2514,25.0758,45.58
733.787,571.855,22.2518,25.0813,45.59
734.009,572.106,22.2522,25.0868,45.6
734.232,572.356,22.2526,25.0923,45.61
734.454,572.607,22.253,25.0979,45.62
734.677,572.859,22.2534,25.1034,45.63
734.899,573.11,22.2538,25.1089,45.64
735.122,573.361,22.2542,25.1144,45.65
735.344,573.612,22.2546,25.1199,45.66
735.567,573.863,22.255,25.1254,45.67
735.79,574.115,22.2554,25.1309,45.68
736.012,574.366,22.2558,25.1364,45.69
736.235,574.617,22.2563,25.1419,45.7
736.457,574.869,22.2567,25.1474,45.71
736.68,575.12,22.2571,25.1529,45.72
736.902,575.372,22.2575,25.1584,45.73
737.125,575.624,22.2579,25.1639,45.74
737.348,575.875,22.2583,25.1694,45.75
737.57,576.127,22.2587,25.1749,45.76
737.793,576.379,22.2591,25.1804,45.77
738.015,576.631,22.2595,25.1859,45.78
738.238,576.883,22.2599,25.1914,45.79
738.461,577.134,22.2603,25.1969,45.8
